framework,device_name,input_size,batch_index,compute_count,data_transfer_count,compute_mean_ms,data_transfer_mean_ms,compute_var_ms,data_transfer_var_ms,compute_std_ms,data_transfer_std_ms
OpenCL,NVIDIA A100-SXM4-80GB,20846739456,7.0,3,3,1.5097166666666666,34.69886666666667,9.367143333333137e-05,0.025586093333333695,0.009678400349919989,0.15995653576310565
OpenCL,NVIDIA A100-SXM4-80GB,20846739456,8.0,3,3,1.4482799999999998,35.418933333333335,0.004567792299999999,0.038190063333332934,0.06758544443887307,0.19542278099887161
OpenCL,NVIDIA A100-SXM4-80GB,20846739456,9.0,3,3,1.5148366666666666,34.80526666666667,6.325453333333164e-05,0.06284980333333448,0.007953271863411413,0.25069863049752483
OpenCL,NVIDIA A100-SXM4-80GB,20846739456,10.0,3,3,1.45613,34.79966666666667,0.0053049896999999915,0.01258490333333314,0.07283536023114041,0.11218245555046984
OpenCL,NVIDIA A100-SXM4-80GB,25723027456,1.0,2,2,1.826305,42.692949999999996,0.0008815800500000035,0.00021424500000003093,0.02969141374202319,0.014637110370562591
OpenCL,NVIDIA A100-SXM4-80GB,25723027456,2.0,2,2,1.8324449999999999,42.728899999999996,4.712450000000053e-06,0.015948979999999897,0.002170817818242713,0.12628927111991697
OpenCL,NVIDIA A100-SXM4-80GB,25723027456,3.0,2,2,1.82579,42.85725,0.00013415219999999737,0.0017701249999999933,0.011582409075835534,0.0420728534805995
OpenCL,NVIDIA A100-SXM4-80GB,25723027456,4.0,2,2,1.816065,42.7842,0.00018915124999999936,0.012043519999999553,0.013753226894078326,0.10974297244015013
OpenCL,NVIDIA A100-SXM4-80GB,25723027456,5.0,2,2,1.836545,42.81505,0.0005708820500000033,7.812500000003552e-05,0.02389313813629351,0.008838834764833853
OpenCL,NVIDIA A100-SXM4-80GB,25723027456,6.0,2,2,1.83296,42.55645,7.539919999999675e-05,0.021321125000000392,0.008683271272970616,0.1460175503150234
